,Solution,Fitness,ARPD
0,"[11, 9, 3, 2, 15, 8, 16, 12, 4, 18, 1, 14, 5, 10, 0, 17, 13, 6, 7, 19]",1250.0,1.132686084142395
1,"[11, 2, 3, 12, 16, 1, 15, 14, 9, 18, 8, 5, 6, 13, 17, 10, 7, 0, 4, 19]",1266.0,2.4271844660194173
2,"[11, 3, 12, 16, 5, 14, 15, 2, 4, 18, 8, 1, 13, 10, 7, 6, 17, 0, 9, 19]",1256.0,1.6181229773462784
3,"[2, 11, 16, 12, 18, 8, 3, 1, 4, 0, 15, 14, 9, 13, 5, 10, 17, 6, 7, 19]",1259.0,1.86084142394822
4,"[11, 3, 12, 9, 8, 16, 18, 2, 1, 15, 5, 4, 10, 14, 13, 17, 6, 0, 19, 7]",1241.0,0.4045307443365696
5,"[11, 2, 3, 15, 8, 9, 1, 12, 17, 5, 16, 18, 14, 10, 4, 6, 13, 7, 19, 0]",1248.0,0.970873786407767
6,"[11, 3, 12, 8, 16, 1, 15, 2, 9, 10, 14, 13, 5, 0, 18, 4, 17, 6, 7, 19]",1252.0,1.2944983818770226
7,"[11, 16, 3, 12, 2, 8, 15, 5, 10, 14, 9, 1, 13, 17, 0, 18, 6, 4, 7, 19]",1250.0,1.132686084142395
8,"[11, 12, 16, 3, 18, 2, 5, 14, 15, 8, 9, 1, 10, 17, 13, 4, 6, 7, 19, 0]",1244.0,0.6472491909385113
9,"[11, 16, 12, 3, 2, 15, 1, 14, 18, 9, 5, 8, 4, 17, 10, 0, 13, 6, 7, 19]",1250.0,1.132686084142395
